,ner_id,link,name,orcid,affiliation
713,1919,profile/Hannes-Boettcher,Hannes Böttcher,,"Natural Resources Canada Canada; International Institute for Applied Systems Analysis Austria; Öko-Institut e.V. Freiburg, Germany; Öko-Institut e.V."
714,1921,profile/Matieu-Henry,Matieu Henry,,Food and Agriculture Organization of the United NationsBangladesh; Food and Agriculture Organization of the United Nations | FAO
715,1922,profile/Danae-Maniatis,Danae Maniatis,,"Food and Agriculture Organization of the United Nations Rome, Italy; University of Oxford Oxford, United Kingdom; University of Oxford | OX"
716,1924,profile/Philippe-Ciais,Philippe Ciais,,Laboratoire des Sciences du Climat et l'Environnement | LSCE
717,1925,profile/Ken-Caldeira,Ken Caldeira,,Pennsylvania State UniversityDepartment of Geosciences; Lawrence Livermore National Laboratory; Carnegie Institution for ScienceDepartment of Global Ecology
718,1926,profile/Michael-Raupach-3,Michael R Raupach,,The Commonwealth Scientific and Industrial Research Organisation | CSIRO
719,1928,profile/Bruno-Dorin,Bruno Dorin,,"Cirad - La recherche agronomique pour le développement France; Centre International de Recherche sur l'EnvironnementParis, France; Centre de Sciences humaines Delhi, India; Cirad - La recherche agronomique pour le développement | CIRAD"
720,1930,profile/Valentin-Bellassen,Valentin Bellassen,,"French National Institute for Agriculture, Food, and Environment (INRAE) | INRAE"
721,1931,profile/Jean-Pierre-Chery,Jean-Pierre Chery,,"AgroParisTech Montpellier, France; AgroParisTech"
722,1933,profile/Jean-Charles-Hourcade,Jean-Charles Hourcade,,Centre International de Recherche sur l'Environnement
723,1935,profile/Bertrand-Magne,Bertrand Magne,,European Investment Bank
724,1941,profile/Matthias-Cuntz,Matthias Cuntz,,"French National Institute for Agriculture, Food, and Environment (INRAE) | INRAE"
725,1942,profile/Marko-Scholze,Marko Scholze,,Max Planck Institute for Biogeochemistry JenaGermany; University of Bristol United Kingdom; Lund University Sweden; Lund University | LU
726,1943,profile/Florent-Mouillot,Florent Mouillot,,"Institute of Research for Development Marseille, France; Centre d'Ecologie Fonctionnelle et Evolutive Montpellier, France; Institute of Research for Development France"
727,1948,profile/Florent-Noulekoun-2,Florent Noulekoun,,"Mekelle UniversityDepartment of Land Resource Management and Environmental Protection; University of Bonn Bonn, Germany; Korea University | KU"
728,1949,profile/Emiru-Birhane,Emiru Birhane,,
729,1951,profile/Sylvanus-Mensah,Sylvanus Mensah,,University of Abomey-Calavi | UAC
730,1953,profile/Asrat-Amejo,Asrat Amejo,,Arba Minch University
731,1956,profile/Yoseph-Mekasha,Yoseph Mekasha,,"Haramaya University Harar, Ethiopia"
732,1957,profile/Tamado-Tana,Tamado Tana,,
733,1959,profile/Zenebe-Mekonnen-2,Zenebe Mekonnen,,"Ethiopian Institute of Agricultural Research Addis Ababa, Ethiopia; Ethiopian Environment and Forest Research Institute Addis Ababa, Ethiopia"
734,1960,profile/T-Woldeamanuel,T. Woldeamanuel,,
735,1961,profile/Zebene-Asfaw,Zebene Asfaw,,Hawassa University | HU
736,1963,profile/Abayneh-Derero,Abayneh Derero,,
737,1964,profile/Adefires-Worku,Adefires Worku,,"Ethiopian Institute of Agricultural Research Addis Ababa, Ethiopia; Technische Universität Dresden Dresden, Germany"
738,1966,profile/Yustina-Artati,Yustina Artati,,Center for International Forestry Research | CIFOR
739,1967,profile/Himlal-Baral,Himlal Baral,,"Center for International Forestry Research Sindangbarang, Indonesia; Center for International Forestry Research Indonesia; Center for International Forestry Research Sindangbarang, Indonesia; Center for International Forestry Research | CIFOR"
740,1968,profile/Kiran-Paudyal,Kiran Paudyal,,"University of Melbourne Melbourne, Australia"
741,1970,profile/Marta_Bekele2,Marta semeret Bekele,,Debre Markos University
742,1971,profile/Mulugeta-Lemenih,Mulugeta Lemenih,,"Farm Africa Ethiopia; UNIQUE Landuse and ForestryAddis Ababa, Ethiopia; Unity Health Care Washington, D.C., United States"
743,1973,profile/Yigremachew-Seyoum,Yigremachew Seyoum,,Ministry of Environment & Forests (MoEF)
744,1978,profile/Berihun-Tefera-Adugna,Berihun Tefera Adugna,,"University of Connecticut Storrs, United States; University of Connecticut | UConn"
745,1980,profile/Gidey-Kidu-Mezgebo,Gidey Kidu Mezgebo,,Mekelle University | MU
746,1982,profile/Mersha-Gebrehiwot,Mersha Gebrehiwot,,
747,1983,profile/Marine-Elbakidze,Marine Elbakidze,,"Ivan Franko National University of Lviv Lviv, Ukraine; Swedish University of Agricultural Sciences Uppsala, Sweden; Ivan Franko National University of Lviv | ivan franko"
748,1984,profile/Gun-Lidestav-2,Gun Lidestav,,Swedish University of Agricultural Sciences | SLU
749,1986,profile/Mengistu-Ketema-2,Mengistu Ketema,,Ethiopian Economics Association | EEA
750,1987,profile/Degnet-Abebaw,Degnet Abebaw,,
751,1989,profile/Terry-Sunderland,Terry Sunderland,,"Center for International Forestry Research Bogor, Indonesia; University of British Columbia | UBC"
752,1990,profile/Deborah-Apgaua,Deborah M. G. Apgaua,,"Universidade Federal de Lavras (UFLA) Lavras, Brazil; University of Tasmania Australia; James Cook University, Cairns, Australia Australia; School for Field Studies"
753,1991,profile/Cristina-Baldauf,Cristina Baldauf,,Universidade Federal Rural do Semi-Árido - UFERSA | ufersa
754,1992,profile/Reuben_Blackie,Reuben Blackie,,
755,1994,profile/Wu-Shuirong,Wu Shuirong,,Chinese Academy of Forestry | CAF
756,1996,profile/Busha-Tolera,Busha Teshome Tolera,,Technische Universität Dresden | TUD
757,1997,profile/Zerihun-Mohammed,Zerihun Mohammed,,
758,1999,profile/Abraham-Yirgu,Abraham Yirgu,,
759,2000,profile/Alemu-Gezahgne,Alemu Gezahgne,,
760,2001,profile/Minilik-Tsega-2,Minilik Tsega,,Ethiopian Institute of Agricultural Research | EIAR
761,2003,profile/Temesgen-Yohannes,Temesgen Yohannes,,Ethiopian Institute of Agricultural Research | EIAR
762,2004,profile/Mehari-Tesfaye-2,Mehari Alebachew Tesfaye,,Universidad de ValladolidInstituto Universitario de Investigación en Gestión Forestal Sostenible; Universidad de ValladolidInstituto Universitario de Investigación en Gestión Forestal Sostenible; Universidad de ValladolidInstituto Universitario de Investigación en Gestión Forestal Sostenible; Universidad de Valladolid | UVA
763,2007,profile/Girma-Kassie,Girma Tesfahun Kassie,,"Amhara Regional Agricultural Research InstituteProgram Leader, Socioeconomic research and research-extension linkage; International Livestock Research InstituteBiosciences; International Maize and Wheat Improvement Center Harare, Zimbabwe; International Center for Agricultural Research in the Dry Areas (ICARDA)"
764,2009,profile/Juergen-Pretzsch,Jürgen Pretzsch,,Technische Universität Dresden | TUD
765,2010,profile/Eckhard-Auch,Eckhard Auch,,Technische Universität Dresden | TUD
766,2013,profile/Zeleke-Ewnetu,Zeleke Ewnetu,,
767,2015,profile/Deribachew-Bekana,Deribachew Bekana,,"Haramaya University Harar, Ethiopia; Haramaya University Ethiopia; Haramaya University Harar, Ethiopia; Haramaya University"
768,2019,profile/Fiona-Paumgarten,Fiona Paumgarten,,"Center for International Forestry Research Zambia; Center for International Forestry Research Johannesburg, South Africa; University of the Witwatersrand South Africa; University of the Witwatersrand | wits"
769,2020,profile/Moira-Moeliono,Moira Moeliono,,Center for International Forestry Research | CIFOR
770,2023,profile/Bruce-Morgan-Campbell,Bruce Morgan Campbell,,"Center for International Forestry Research Sindangbarang, Indonesia; Charles Darwin University Darwin, Australia"
771,2025,profile/Sheona-Shackleton,Sheona Shackleton,,"Rhodes University Grahamstown, South Africa; Rhodes University | RU"
772,2026,profile/Madeleen-Husselman,Madeleen Husselman,,Innovations for Poverty Action
773,2028,profile/Marieke-Sandker-2,Marieke Sandker,,
774,2029,profile/Manuel-Ruiz-Perez-2,Manuel Ruiz Perez,,Universidad Autónoma de Madrid | UAM
775,2030,profile/Jeffrey-Sayer,Jeffrey Sayer,,"Consultative Group on International Agricultural Research Italy; James Cook University Brisbane Cairns, Australia; James Cook University Townsville, Australia; University of British Columbia | UBC"
776,2033,profile/Tilahun-Amede,Tilahun Amede,,"International Livestock Research Institute Addis Ababa, Ethiopia; Consultative Group on International Agricultural Research Ethiopia; International Crops Research Institute for Semi Arid Tropics Mozambique; Alliance for a Green Revolution in Africa | AGRA"
777,2034,profile/Gete-Zeleke,Gete Zeleke,,"Water and Land Resource Centre - EthiopiaAddis Ababa, Ethiopia; Addis Ababa University | AAU"
778,2035,profile/Abebe-Shiferaw-Dakka,Abebe Shiferaw Dakka,,"Norwegian Church Aid, NCA, Ethiopia Addis Ababa, Ethiopia; UNDP, Ethiopia, Forest Sector Transformation Unit (FSTU)Addis Ababa, Ethiopia; iDE Ethiopia Ethiopia; International Fertilizer Development Center (IFDC) | IFDC"
779,2038,profile/Thomas-Terrill,Thomas Terrill,,Fort Valley State University | FVSU
780,2042,profile/Bharat-Singh-33,Bharat P Singh,,Ft. Valley State University | FVSU
781,2045,profile/Eshetu-Mulatu,Eshetu Mulatu,,Addis Ababa University | AAU
782,2047,profile/Gerard-Gouwakinnou,Gerard Nounagnon Gouwakinnou,,"University of Abomey-CalaviCotonou, Benin; University of Parakou | UP"
783,2048,profile/Rodrigue-Balagueman,Rodrigue Ogoulonou Balagueman,,University of Parakou | UP
784,2050,profile/Kangbeni-Dimobe,Kangbeni Dimobe,,"University Joseph KI-ZerboLaboratory of Biology and Plant Ecology; University of RostockRostock, Germany; University of Dedougou Dédougou, Burkina Faso"
785,2052,profile/Fons-Van-Der-Plas,Fons Van der Plas,,Wageningen University & Research | WUR
786,2054,profile/Hyung-Sub-Kim,Hyung-Sub Kim,,Cornell University | CU
787,2055,profile/Heejae-Jo,Heejae Jo,,Korea University | KU
788,2057,profile/Tesfay-Gidey,Tesfay Gidey,,
789,2058,profile/Haftu-Abrha,Haftu Abrha,,Mekelle University | MU
790,2061,profile/Thomas-Seifert,Thomas Seifert,,"Scientes Mondium UG  (haftungsbeschränkt)Altomünster, Germany; Stellenbosch University Stellenbosch, South Africa; University of Freiburg Freiburg, Germany; University of Freiburg | Albert-Ludwigs-Universität Freiburg"
791,2063,profile/Valere-Salako,Valère Kolawolé Salako,,Laboratoire de Biomathématiques et d'Estimations Forestières - LABEF | Université d'Abomey-CalaviBenin
792,2064,profile/Senan-Lokossou,Sênan Christa Lokossou,,University of Abomey-Calavi | UAC
793,2066,profile/Nam-Jin-Noh,Nam Jin Noh,,"Western Sydney University Sydney, Australia; National Institute of Forest Science South Korea; Western Sydney University Sydney, Australia; Kangwon National University"
794,2068,profile/Eguale-Kifle,Eguale Tadesse Kifle,,
795,2069,profile/Yowhan-Son,Yowhan Son,,Korea University | KU
796,2072,profile/Hanna-Chang-2,Hanna Chang,,Korea University | KU
797,2079,profile/Justin-Atanasso,Justin Atanasso,,University of Abomey-Calavi | UAC
798,2081,profile/Expedit-Ago,Expédit Evariste Ago,,"University of Abomey-Calavi Cotonou, Benin; University of LiègeLiège, Belgium; University of Abomey-Calavi Cotonou, Benin; University of Abomey-Calavi | UAC"
799,2084,profile/Stella-Chiemela,Stella Nwawulu Chiemela,,University of Nigeria | UNN
800,2085,profile/Amanuel-Abraha-4,Amanuel Zenebe Abraha,,Mekelle University | MU
801,2086,profile/Nigussie-Abadi,Nigussie Abadi,,Mekelle University | MU
802,2088,profile/Jesse-Naab,Jesse B. Naab,,West African Science Service Center on Climate Change and Adapted Land Use (WASCAL)
803,2089,profile/Nimatul-Khasanah,Ni'matul Khasanah,,Consultative Group on International Agricultural Research | CGIAR
804,2091,profile/John-Lamers,John P.A. Lamers,,"University of Hohenheim Stuttgart, Germany; University of Bonn Bonn, Germany; Urgench State University Urganch, Uzbekistan; University of Bonn | Uni Bonn"
805,2092,profile/Sophia-Baumert,Sophia Baumert,,Eduardo Mondlane University
806,2099,profile/Charlotte-Yamontche,Charlotte Yamontché,,
807,2100,profile/Houetchegnon-Towanou,Houètchégnon Towanou,,University of Parakou | UP
808,2101,profile/Ouinsavi-Christine,Ouinsavi Christine,,University of Parakou | UP
809,2103,profile/Serge-Adomou,Serge Adomou,,
810,2104,profile/Thierry-Houehanou,Thierry D. Houehanou,,University of Abomey-Calavi | UAC
811,2106,profile/Thierry-Houehanou-2,Thierry D. Houehanou,,University of Parakou | UP
812,2107,profile/Dowo-Adjacou,Dowo Michée Adjacou,,
813,2109,profile/Amos-Baninwain-Nambima,Amos Baninwain Nambima,,
814,2110,profile/Narcisse-Yehouenou,Narcisse Yehouenou,,University of Parakou | UP
815,2112,profile/Emeline-Assede,Emeline Assede,,"University of Parakou Parakou, Benin; University of Parakou | UP"
816,2113,profile/Gouwidida-Elice-Kabore,Gouwidida Elice Kaboré,,
817,2115,profile/Romain-Lucas-Glele-Kakai,Romain Lucas Glele Kakaï,,"University of Abomey-CalaviBenin; University of Abomey-Calavi Benin; University of Abomey-Calavi Cotonou, Benin; University of Abomey-Calavi | UAC"
818,2116,profile/Rodrigue-Idohou-2,Rodrigue Idohou,,
819,2118,profile/Bignon-Nicanor-Kouton,Bignon Nicanor Kouton,,University of Parakou | UP
820,2122,profile/Dominique-Koua-2,Dominique Koua,,
821,2124,profile/Ramdan-Dramani,Ramdan Dramani,,
822,2125,profile/Houdanon-D,Houdanon R. D.,,University of Parakou | UP
823,2126,profile/Andre-Kesel-2,André De Kesel,,"Meise Botanic Garden Meise, Belgium; Meise Botanic Garden"
824,2128,profile/Berince-Hounsouvo,Bérince Hounsouvo,,"University of Parakou Parakou, Benin; Université Laval | ULAVAL"
825,2130,profile/Severin-Biaou,Séverin Biaou,,University of Parakou | UP
826,2131,profile/Samadori-Sorotori-Biaou,Samadori Sorotori Honore Biaou,,"University of Parakou Parakou, Benin; University of Parakou Parakou, Benin; University of Parakou | UP"
827,2132,profile/Marc-Tovihessi,Marc Sèwanou Tovihessi,,"LEB and OSFACO in Dynamique ASO project Parakou, Benin"
828,2134,profile/Armand-Natta,Armand Natta,,University of Parakou (Université de Parakou)Département d'Aménagement et Gestion des Ressources Naturelles (D AGRN)
829,2136,profile/Eude-Goudegnon,Eude O. A. Goudégnon,,University of Abomey-Calavi | UAC
830,2137,profile/Oscar-Teka,Oscar Teka,,University of Abomey-Calavi | UAC
831,2139,profile/Fiacre-Ahononga,Fiacre Codjo Ahononga,,University of Parakou | UP
832,2141,profile/Laurent-Houessou,Laurent G Houessou,,"University of Abomey-Calavi Cotonou, Benin; University of Parakou | UP"
833,2146,profile/Alain-Yaoitcha,Alain Sèakpo Yaoitcha,,
834,2147,profile/Carlos-Ahoyo-3,Carlos Cédric Ahoyo,,University of Abomey-Calavi | UAC
835,2149,profile/Fifanou-Vodouhe,Fifanou Vodouhe,,"University of Abomey-Calavi Cotonou, Benin; Université Laval Québec, Canada; University of Parakou Parakou, Benin; University of Parakou | UP"
836,2151,profile/Omega-Lydia-Gbedahi,Oméga Lydia Clarisse Gbedahi,,University of Parakou | UP
837,2153,profile/Tchegoun-Tchetan,Tchegoun Blaise Tchetan,,Africa Rice Center (Africarice)
